object_type,COM_x,COM_y,COM_z,x,y,z,orient_x,orient_y,orient_z,orient_w,held_fixed
bin,0.0,0.0,0.0,0.0,0.0,0.4000000000000001,-0.7071067811865475,0.0,0.0,0.7071067811865476,1
pudding_box,0.03,0.02,0.015,-0.0408227504000164,-0.10108042202624265,0.017613915172282252,0.002019792213422132,-0.0032916239777519116,-0.2658712894994689,0.9640008003476415,0
pudding_box,0.03,0.02,0.015,0.07513131827376135,-0.10037503694135615,0.01759965194980078,0.0021470433458101834,-0.003161430222239936,-0.247315054760276,0.9689275820476693,0
pudding_box,0.03,0.02,0.015,0.19135198557118496,-0.09738963545868033,0.017605989725151303,0.002258564271292824,-0.0031966585548470245,-0.225455835438813,0.9742455268196529,0
pudding_box,0.03,0.02,0.015,-0.039510499390980613,-0.0077091199341400764,0.017614088048601248,0.002014862048072804,-0.003295534785177743,-0.26762790516065793,0.9635145998690029,0
pudding_box,0.03,0.02,0.015,0.07606791647833203,-0.008585726444480572,0.017607555670618592,0.002206810829181189,-0.0032785859544791395,-0.25157454573222404,0.9678298552946837,0
pudding_box,0.03,0.02,0.015,0.19153361341820324,-0.006113091179927433,0.01761408220588512,0.002122544231307622,-0.0032293982511415993,-0.23633098091671262,0.9716649284871128,0
pudding_box,0.03,0.02,0.015,-0.039569103128961475,0.08383457806676854,0.017614196239642332,0.002006129891001165,-0.0033051159813380763,-0.27112126119747526,0.9625374347930062,0
pudding_box,0.03,0.02,0.015,0.07580654620168495,0.08268075520774468,0.017606884559208055,0.0021784867103413325,-0.003273594725274079,-0.25742585321817585,0.966290053694087,0
pudding_box,0.03,0.02,0.015,0.19077314601145792,0.08510031498649873,0.017618395956844456,0.0021789184708732256,-0.0033146928900057893,-0.24750252935332903,0.9688791271820478,0
