object_type,COM_x,COM_y,COM_z,x,y,z,orient_x,orient_y,orient_z,orient_w,held_fixed
bin,0.0,0.0,0.0,0.0,0.0,0.4,-0.7071067811865475,0.0,0.0,0.7071067811865476,1
pudding_box,0.0,0.0,0.015,-0.02983212124339149,0.1772989457836699,0.030121502168844787,0.6809720956674734,0.17191089212211927,-0.17034494948715986,0.6911629679578062,0
cracker_box,-0.01,-0.01,0.08,0.06272445681257371,-0.101811758544454,0.06639671134082407,0.18479428608665405,0.6873404041343333,0.18492607645525724,0.6776552124207705,0
mustard_bottle,-0.015,-0.023,0.07,0.07466660882527766,-0.03255828916339933,0.031554669138292635,-0.31591151211041757,0.632715892399074,-0.33718363174952365,0.6214319870283109,0
cracker_box,-0.01,-0.01,0.08,-0.16100480430246325,-0.1097616891640008,0.08792425322489132,-0.0026635848925015003,0.7065412164727802,0.7076144346160651,-0.008615489752240937,0
master_chef_can,-0.015,-0.01,0.06,0.11306243719038271,0.14183389391242401,0.05081114638745166,0.03681688237692678,0.7048794727167773,0.03552086970211657,0.7074798328787661,0
mustard_bottle,-0.015,-0.023,0.07,-0.08251092249497825,0.04475569056176479,0.03164825497838096,-0.18003594779218235,0.6840473840426642,-0.6393008619561115,0.3015968199254285,0
master_chef_can,-0.015,-0.01,0.06,-0.06351743957050315,0.12102051465842179,0.1284973644089409,0.5728792997354518,0.7593662899975787,-0.29886301981930474,-0.0765051693313426,0
cracker_box,-0.01,-0.01,0.08,0.10612362232036761,0.05575624463053183,0.08521269065196169,-0.0032859927021035937,0.0035411244348028063,0.6937955233766627,0.7201558403791513,0
tomato_soup_can,-0.01,0.085,0.04,0.01639938482776609,0.1176434656848404,0.04184791982885528,0.0005640464673056354,-0.0004965655076399686,0.7857391381698191,0.6185575494830124,0
master_chef_can,-0.015,-0.01,0.06,-0.04770657224516721,-0.1403437034650932,0.13514164899307513,0.26709190365121593,0.4941769009049085,0.3943900143240159,0.7272603538056316,0
cracker_box,-0.01,-0.01,0.08,-0.055212700709182966,0.04934208589639085,0.21304653003337082,0.7024783074419525,0.4725220737417164,-0.08520912489598392,0.525344194252471,0
tomato_soup_can,-0.01,0.085,0.04,0.08821532187372183,0.16054932933750218,0.13798989623330943,-0.036842298442292136,0.700175962936934,-0.040989379820979034,0.7118399656613261,0
tomato_soup_can,-0.01,0.085,0.04,0.11348941273017936,-0.1607081065485028,0.11697608498465376,0.6172244444474849,0.35537314881179827,0.6110671303826607,0.34545748283396804,0
