object_type,COM_x,COM_y,COM_z,x,y,z,orient_x,orient_y,orient_z,orient_w,held_fixed
bin,0.0,0.0,0.0,0.0,0.0,0.4,-0.7071067811865475,0.0,0.0,0.7071067811865476,1
pudding_box,0.0,0.0,0.015,0.05194169484408438,-0.03657518556275519,0.01740368942983436,0.010126732364421017,-0.0007287159119013386,0.5107054265891958,0.8596958098752644,0
tomato_soup_can,-0.01,0.085,0.04,-0.12119929874120441,0.1363364190501628,0.03411484826703069,-0.4654876076620702,-0.5288374567039001,0.19654995552880533,0.6819240034502511,0
master_chef_can,-0.015,-0.01,0.06,-0.14405276999568564,-0.1412778619056565,0.08186931250011255,0.06855305891592395,0.9976464007618432,-2.8338298771782263e-05,0.0014616282531513694,0
hammer,-0.06,0.06,0.015,0.040822690546917846,-0.17740827983195995,0.0666977012113859,-0.5776304459893385,-0.4068941461380135,-0.40459489540577803,0.5805886601685936,0
wrench,0.01,-0.04,0.004,0.10883234733151023,-0.12377856760327094,0.00789419701142784,0.021426789322150218,-0.018052919133663487,0.3905226101723772,0.9201668738626984,0
cracker_box,-0.01,-0.01,0.08,0.06247140320007627,0.11595741735896405,0.03459850818187525,0.013684776552042727,0.7139666310667795,0.010487039283098295,0.6999674268285265,0
cracker_box,-0.01,-0.01,0.08,0.11588121120967997,-0.07635101991238198,0.07761607573101886,-0.43115042254996133,-0.41503615766243607,-0.5534973662860958,0.579219273230913,0
tomato_soup_can,-0.01,0.085,0.04,-0.056144885891966194,-0.15820222516650728,0.04186187107905679,-0.0004481789274919915,-0.0006883205966075512,-0.6795399429113949,0.7336380519972935,0
cracker_box,-0.01,-0.01,0.08,-0.0856443168071499,-0.017611740061505402,0.071356302509064,0.41257009545154416,0.28798310576151326,0.7119082451017688,-0.48993703441480807,0
hammer,-0.06,0.06,0.015,0.11657376679932294,0.11247348353129213,0.13052080589016082,0.8542826387322593,0.3337580436551164,-0.0003002780788630186,-0.3985055222819791,0
master_chef_can,-0.015,-0.01,0.06,-0.009268195270946505,-0.10651262299796115,0.14527778276987774,0.6363825052330179,0.24582243932358377,0.4375548360559816,0.5857767499674037,0
