object_type,COM_x,COM_y,COM_z,x,y,z,orient_x,orient_y,orient_z,orient_w,held_fixed
bin,0.0,0.0,0.0,0.0,0.0,0.4,-0.7071067811865475,0.0,0.0,0.7071067811865476,1
pudding_box,0.0,0.0,0.015,-0.03327520016979742,0.07004356355906632,0.017476402819038096,-0.0008522165907639632,-0.0020965072370711713,0.47486533161312916,0.8800555637096105,0
master_chef_can,-0.015,-0.01,0.06,0.1427215270102287,-0.11295255844002292,0.05088575040557184,0.5873860591174885,0.3902996285559825,-0.39470369392317634,0.5889421121866628,0
tomato_soup_can,-0.01,0.085,0.04,-0.15793475446864175,-0.15291114080280424,0.034796929526367516,0.44912373520305643,0.5433900257186626,0.5471759463825323,-0.45123567470569764,0
tomato_soup_can,-0.01,0.085,0.04,-0.15272626058516564,-0.05626000824869608,0.03595316632909036,0.5806217276865606,0.3989216658053587,0.5779466049258628,0.41196800330125133,0
mustard_bottle,-0.015,-0.023,0.07,-0.14486439409733776,0.1642465127318149,0.07517115120098176,0.0018121519206070592,-0.0002494966495950199,0.22717671270647524,0.9738518342441617,0
mustard_bottle,-0.015,-0.023,0.07,0.07488531243231882,0.1447778739202709,0.031143223072357833,0.6148618628832764,0.35615352523103383,0.6100811851320309,0.3505716810940538,0
tomato_soup_can,-0.01,0.085,0.04,-0.017294169755694377,-0.16070167657002166,0.03489510735114526,0.6985143041512317,0.09449128403852546,0.7034208680822058,0.09136873909246744,0
master_chef_can,-0.015,-0.01,0.06,-0.033700972285681724,-0.041100952860224665,0.0511801053835393,0.6515673643399564,0.2718504160457282,-0.32423565051587483,0.6296257332395132,0
cracker_box,-0.01,-0.01,0.08,0.05971874302730497,0.10669193784728802,0.0863164348162512,0.11432898738908047,0.7109292726269141,0.08244162965348847,0.6889933451527899,0
cracker_box,-0.01,-0.01,0.08,-0.10320581388735356,0.05195987719655189,0.09546284123426535,0.4707580005557363,0.27631017292459203,-0.4156029230097835,0.7275395546888647,0
master_chef_can,-0.015,-0.01,0.06,0.05171150666664866,-0.06964380964611978,0.10386088882428213,-0.31064275980742867,0.6090351683223001,0.6348578335399923,0.35990661388582357,0
cracker_box,-0.01,-0.01,0.08,-0.11546605243974575,0.058834570207638666,0.18357446527003127,0.27950572897147535,-0.4828724240160226,0.7194059941326323,0.4137218693797245,0
cracker_box,-0.01,-0.01,0.08,0.1056529940188116,-0.11268612692310684,0.17024491475614786,-0.5166912970142914,-0.03410301707846766,0.8552600902406374,0.019931529229128407,0
