object_type,COM_x,COM_y,COM_z,x,y,z,orient_x,orient_y,orient_z,orient_w,held_fixed
bin,0.0,0.0,0.0,0.0,0.0,0.4,-0.7071067811865475,0.0,0.0,0.7071067811865476,1
pudding_box,0.0,0.0,0.015,0.10261669813490008,0.1649022946455877,0.017644083203660448,-0.0006815194473160382,-0.005818412247484803,0.9693360095566076,0.2456692536461035,0
master_chef_can,-0.015,-0.01,0.06,-0.13280891466908448,-0.1412798408815294,0.05093990134885925,0.17561559938394183,0.6837086365572613,0.1770580404217718,0.685822215936486,0
mustard_bottle,-0.015,-0.023,0.07,0.144385137700206,-0.1194222452182395,0.03208420617018025,0.06132503061614344,0.709782631030844,0.6999105321873467,-0.05072577490868888,0
cracker_box,-0.01,-0.01,0.08,-0.10737786728772591,0.10652564580642226,0.04057381144661747,0.7105892483713259,-0.0004613503879726644,0.7035463555037463,-0.00923216725854894,0
tomato_soup_can,-0.01,0.085,0.04,-0.1430661615083883,-0.03395364661329623,0.03594292842072168,0.6020812985158187,0.36264342612542094,0.4010867589169049,0.5874668222862075,0
tomato_soup_can,-0.01,0.085,0.04,-0.02366599879157624,-0.07410647157915455,0.03429008056619095,0.35993521231673425,-0.603859762321954,0.7012913804786288,-0.11828114832617959,0
master_chef_can,-0.015,-0.01,0.06,0.04059733955779738,-0.021536834755644406,0.07712349594029469,0.4458011857495056,0.6981853537493339,0.12740739944589713,0.5454959845504694,0
cracker_box,-0.01,-0.01,0.08,-0.09781160883296523,0.053658778624280784,0.11615596946950128,-0.29649521397771567,0.5032539494017019,0.5650678570339704,0.5826871951973326,0
cracker_box,-0.01,-0.01,0.08,-0.1141477137315082,-0.11129364577119785,0.15976075162985612,0.23074952718991093,-0.24350467157127623,0.6654497453599735,0.6668108930011146,0
mustard_bottle,-0.015,-0.023,0.07,0.0665887253894414,-0.1617066132952402,0.07835781466878038,0.43701342441761304,-0.18061660708458227,0.8179071995268951,-0.3277571068430352,0
cracker_box,-0.01,-0.01,0.08,0.05679291593196675,-0.12607220804223232,0.17382739425239752,0.5160264283153254,0.4229884648817966,0.6533696251741027,0.3576389474832431,0
master_chef_can,-0.015,-0.01,0.06,0.10006801983145662,0.06967668994117183,0.07354785613199806,0.4996417929737487,0.6353894078347211,0.20805235297946914,0.5507745432980056,0
tomato_soup_can,-0.01,0.085,0.04,0.1601962602783496,-0.0003069508151680388,0.12694246050126898,-0.03301993443699652,0.46142701687876764,0.8847758039908286,0.05627227289279312,0
