object_type,COM_x,COM_y,COM_z,x,y,z,orient_x,orient_y,orient_z,orient_w,held_fixed
bin,0.0,0.0,0.0,0.0,0.0,0.4,-0.7071067811865475,0.0,0.0,0.7071067811865476,1
pudding_box,0.0,0.0,0.015,-0.09767160188239668,0.13998638081603432,0.01733942898386898,0.0014272444723769002,0.0039527488626001734,0.9754662848519089,-0.2201087591779568,0
wrench,0.01,-0.04,0.004,-0.15321835812027873,0.03728386095680213,0.007894008514133946,0.008553632060222964,-0.02668043249367972,-0.15821293736067712,0.987007424669255,0
hammer,-0.06,0.06,0.015,-0.1773508004889464,-0.10275236597055512,0.06667911732753937,0.6982135049832148,-0.1202361145949337,0.695032015504525,-0.12235879874322984,0
master_chef_can,-0.015,-0.01,0.06,0.0068478180235243425,0.09139159553698283,0.0509652714011329,-0.4196180896742299,0.5673164490898577,0.19836518411955328,0.6802381635423291,0
master_chef_can,-0.015,-0.01,0.06,0.08906305448920611,-0.1407841261616811,0.05116196234152384,0.23863493264566307,0.6642697151568497,0.2402228320100616,0.6664023600106045,0
hammer,-0.06,0.06,0.015,0.12456599992699532,0.1256782005366485,0.03614554710555757,-0.2291713746000653,0.9603135423534737,-0.1548285884074329,-0.03614539594750016,0
tomato_soup_can,-0.01,0.085,0.04,0.04026759722880929,-0.0035890006750840878,0.034382649732832164,0.6695048673683321,0.21836475640614117,0.6097687227458791,-0.36367866378254565,0
cracker_box,-0.01,-0.01,0.08,-0.13051568664254212,-0.11587488145469008,0.08559679923142453,-0.027871408691557218,0.0018505355968966672,0.9995843682082661,-0.007130983749403323,0
cracker_box,-0.01,-0.01,0.08,0.06207139063748625,0.0920536993890598,0.1387748103292639,0.7510575523643274,-0.02707702690425919,0.6585309198186042,-0.038941177349877724,0
tomato_soup_can,-0.01,0.085,0.04,0.08825950986184618,-0.05533932777117821,0.0418604939140006,-0.00045734792103266884,-0.0007205552168225588,-0.8070090868957626,0.5905384029008838,0
cracker_box,-0.01,-0.01,0.08,-0.10289455794640415,0.09147262082725073,0.1458347989506807,0.7966266727808234,0.4714511605134312,-0.18734797052570706,0.3286647005758187,0
